Question;Answer
penguin. Are penguins afraid of humans?;no
penguin. Are penguins afraid of humans?;no
penguin. How much time to penguins spend on land?;half of their life
penguin. How much time to penguins spend on land?;They spend half of their life on land.
penguin. How many species of penguins are there?;between 17 and 20 living species
penguin. How many species of penguins are there?;Penguin biodiversity varies between 17 and 20 living species, all in the subfamily Spheniscinae.
penguin. How are Isabelline penguins different from most penguins?;they have brown rather than black plumage
penguin. How are Isabelline penguins different from most penguins?;Because they are born with brown rather than black plumage.
penguin. Are penguins birds?;yes
penguin. Are penguins birds?;Yes
penguin. Do penguins have a better than average sense of hearing for birds?;yes
penguin. Do penguins have a better than average sense of hearing for birds?;No
"penguin. Are penguins considered ""higher waterbirds""?";yes
"penguin. Are penguins considered ""higher waterbirds""?";Yes
penguin. What order do penguins belong to?;Sphenisciformes
penguin. What order do penguins belong to?;Sphenisciformes
penguin. What is the largest living species of penguin?;Emperor Penguin
penguin. What is the largest living species of penguin?;Emperor
penguin. How tall were the tallest prehistoric penguins?;1.80 meters
penguin. How tall were the tallest prehistoric penguins?;as tall as an adult human
penguin. What makes penguins so agile in the water?;Their wings have become flippers
penguin. What makes penguins so agile in the water?;Smooth plumage preserves a layer of air, ensuring buoyancy, wings are flippers
"penguin. Why do penguins ""tobaggan""?";It conserves energy while moving quickly
"penguin. Why do penguins ""tobaggan""?";Conserves energy while moving quickly
penguin. Who spend half of their life on land and half in the oceans?;Penguins
penguin. What is also the distance that Antarctic tourists are told to keep from penguins?;3 meters
penguin. What have become flippers, useless for flight in the air?;Penguins' wings
penguin. What happens when mothers lose a chick?;"They sometimes attempt to ""steal"" another chick."
penguin. Is it true that each penguin gets a turn in the center?;Yes
penguin. Are all penguins countershaded?;Yes
penguin. Are penguins astonishingly agile?;In the water they are.
penguin. Are penguins at risk?;Yes
penguin. Is it also possible that penguin comes from the Latin pinguis , fat ?;Yes
penguin. Have penguins an average sense of hearing for birds ?;Yes
penguin. Can larger penguins dive deep in case of need ?;Yes
penguin. Is the smallest penguin species the Little Blue Penguin -LRB- also known as the Fairy Penguin -RRB- , which stands around 40 cm tall -LRB- 16 in -RRB- and weighs 1 kg -LRB- 2.2 lb -RRB- ?;Yes
penguin. Is it not even known whether the gigantic palaeeudyptines constitute a monophyletic lineage , or whether gigantism was evolved independently in a much restricted Palaeeudyptinae and the Anthropornithinae ?;It is not even known.
penguin. Is the largest living species the emperor penguin -LRB- aptenodytes forsteri -RRB-?;Yes
penguin. Is the smallest penguin species the little blue penguin -LRB- also known as the fairy penguin -RRB- , which stands around 40 cm tall -LRB- 16 in -RRB- and weighs 1 kg -LRB- 2?;Yes
penguin. What happened in a region not quite 2000 km south of the equator 35 mya?;At least one giant penguin.
polar_bear. What is the last word on the page?;Connecticut
polar_bear. What is the last word on the page?;(SSN-22)
polar_bear. Is polar bear a mammal?;Yes
polar_bear. Is polar bear a mammal?;Yes
polar_bear. Is polar bear a carnivore?;Yes
polar_bear. Is polar bear a carnivore?;Yes
polar_bear. What is largest polar bear on record?;2200 lb
polar_bear. What is largest polar bear on record?;A huge male, allegedly weighing 1002 kg (2200 lb) shot at Kotzebue Sound in northwestern Alaska in 1960.
polar_bear. What is polar bear's skin color?;white or cream
polar_bear. What is polar bear's skin color?;Black
polar_bear. How long is polar bear's guard hair?;5-15 cm
polar_bear. How long is polar bear's guard hair?;5-15 cm
polar_bear. What is cause of polar bear's skin diseases?;mites or other parasites
polar_bear. What is cause of polar bear's skin diseases?;Mites or other parasites
polar_bear. Why polar bear is a special species?;The World Conservation Union listed polar bears as a vulnerable species, one of three sub-categories of threatened status, in May 2006. Their latest estimate is that 7 out of 19 subpopulations are declining or already severely reduced.
polar_bear. What do fossil and DNA evidence tell us?;The polar bear diverged from the brown bear about 200 thousand years ago.
polar_bear. What do fossil and DNA evidence tell us?;The polar bear diverged from the brown bear roughly 200 thousand years ago.
polar_bear. Does a polar bear live in the Arctic?;yes
polar_bear. Does a polar bear live in the Arctic?;Yes
polar_bear. Is a polar bear white in color?;yes
polar_bear. Is a polar bear white in color?;Yes
polar_bear. Is a polar bear at high risk of extinction?;yes
polar_bear. Is a polar bear at high risk of extinction?;Yes
polar_bear. How heavy is a male polar bear?;300-600 kg (660-1320 lb)
polar_bear. How heavy is a male polar bear?;Most adult males weigh 350-650 kg
polar_bear. How heavy was the largest polar bear on record?;1002 kg (2200 lb) 
polar_bear. How heavy was the largest polar bear on record?;He allegedly weighed 1002 kg
polar_bear. What does a polar bear's fur provide?;It provides the animal with effective camouflage.
polar_bear. What does a polar bear's fur provide?;A polar bear's fur provides camouflage and insulation
polar_bear. Do female polar bears weight more than the male?;no
polar_bear. Do female polar bears weight more than the male?;No
polar_bear. How much weight do female polar bears gain during pregnancy?;They gain double their weight.
polar_bear. How much weight do female polar bears gain during pregnancy?;They double their weight during pregnancy
polar_bear. Can polar bears be seen under infrared photography?;Polar bears are nearly invisible under infrared photography.
polar_bear. Can polar bears be seen under infrared photography?;Only their breath and muzzles can be easily seen
polar_bear. What is actually black in color?;A polar bear's skin.
polar_bear. What insulate it against the cold?;Its think blubber and fur.
polar_bear. What includes a lengthy justification of why this species is listed as vulnerable?;Database entry.
polar_bear. What do with greenpeace and the natural resources defense council have in common?;They filed lawsuits in California.
polar_bear. Are studies insufficient evidence for global protection?;It is arguable.
polar_bear. Are polar bears excellent swimmers?;yes
polar_bear. A semi-aquatic marine mammal , the polar bear has what?;It has adapted for life on a combination of land, sea, and ice.
polar_bear. Garbage is what?;Garbage is now recycled or transported to Thompson, Manitoba.
polar_bear. The bears sometimes what?;They sometimes have problems with various skin diseases with dermatitis caused sometimes by mites or other parasites.
polar_bear. Is the Polar Bear the mascot of Bowdoin college ?;yes
polar_bear. Have thumbpolar bears been made both controversial and famous for their distinctive white fur and their habitat ?;yes
polar_bear. Did Mitchell Taylor , the Nunavut Government Manager of Wildlife Research , not write a letter to the U.S. Fish and Wildlife Service arguing that local studies are insufficient evidence for global protection at this time ?;no
polar_bear. Are Cubs born in December without awakening the mother ?;yes
Qatar. Does Qatar rank as the eighth richest country in the world per capita?;No.
Qatar. Does Qatar rank as the eighth richest country in the world per capita?;no
Qatar. Do nearly all Qataris profess Islam?;Yes.
Qatar. Do nearly all Qataris profess Islam?;yes
Qatar. Can women legally drive in Qatar?;Yes.
Qatar. Can women legally drive in Qatar?;yes
Qatar. When did Qatar become an independent state?;September 3, 1971.
Qatar. When did Qatar become an independent state?;September 3, 1971
Qatar. Where is Qatar's telecommunication system centered?;Doha.
Qatar. Where is Qatar's telecommunication system centered?;Doha
Qatar. Where did a suicide-bombing kill a teacher in 2005?;At the Doha Players Theatre.
Qatar. Where did a suicide-bombing kill a teacher in 2005?;Doha Players Theatre
Qatar. Does the native pronunciation of Qatar sound like 'cutter'?;Yes.
Qatar. Does the native pronunciation of Qatar sound like 'cutter'?;no
Qatar. What is the Arabic word for municipalities?;baladiyah.
Qatar. What is the Arabic word for municipalities?;baladiyah
Qatar. What universities are in Education City?;Carnegie Mellon University, Georgetown University School of Foreign Service, Texas A&M University, Virginia Commonwealth University, and Cornell University's Weill Medical College.
Qatar. What universities are in Education City?;Carnegie Mellon University, Georgetown University School of Foreign Service, Texas A&M University, Virginia Commonwealth University, and Cornell University
Qatar. What carried with it a tacit recognition of Qatar's status as distinct from Bahrain?;The British Protectorate (per Colonel Lewis Pelly) asking to negotiate with a representative from Qatar after Bahrain's violation of the 1820 Anglo-Bahraini Treaty.
Qatar. Qatar became an independent sovereign state in what year?;On September 3, 1971.
Qatar. What consists of a low, barren plain, covered with sand?;Much of the country.
Qatar. How do qatar and the wider region relate?;Qatar is aiming to become a role model for economic and social transformation in the region. Large scale investment in all social and economic sectors will also lead to the development of a strong financial market.
Qatar. Was Qatar University founded in 1973?;Yes
Qatar. Is Qatar bordered by Saudi Arabia to the south?;Yes
Qatar. What bordered by Saudi?;Qatar
Qatar. Who served as the headquarters and one of the main launching sites of the US invasion of Iraq in 2003 ?;Qatar.
Qatar. Has Qatar a modern Telecommunication system centered in Doha ?;Yes
Qatar. Was Qatar University founded in 1973 ?;Yes
Qatar. Did the Qataris not choose as their negotiator the respected entrepreneur and long-time resident of Doha , Muhammed bin Thani ?;Yes
Qatar. Will oil and gas probably remain the backbone of Qatar 's economy for some time to come ?;Yes
Qatar. Has it been created with a long term perspective to support the development of Qatar and the wider region , develop local and regional markets , and strengthen the links between the energy based economies and global financial markets ?;Yes
Qatar. What happened in these positions in english?;These allophones cannot occur there.
Qatar. Can these allophones not occur in these positions in english?;yes
Qatar. Is -RRB- , officially the state of qatar -LRB- arabic (: : transliterated as dawlat qatar -RRB- , an arab emirate in southwest asia?;Yes
Romania. Does Romania border Hungary?;Yes.
Romania. Does Romania border Hungary?;yes
Romania. Is Romania a secular state?;Yes.
Romania. Is Romania a secular state?;yes
Romania. Is the president elected by popular vote?;Yes.
Romania. Is the president elected by popular vote?;yes
Romania. How many counties is Romania divided into?;41.
Romania. How many counties is Romania divided into?;forty-one
Romania. What is the highest mountain in Romania?;Moldoveanu Peak.
Romania. What is the highest mountain in Romania?;Moldoveanu Peak
Romania. What is the official language of Romania?;Romanian.
Romania. What is the official language of Romania?;Romanian
Romania. Is the Romanian economy doing well?;Yes.
Romania. Are there many Roma in Romania?;No.
Romania. Are there many Roma in Romania?;no
Romania. How many territories joined to form Romania?;2.
Romania. How many territories joined to form Romania?;2
Romania. Does Romania share a border with Ukraine?;yes
Romania. Does Romania share a border with Ukraine?;Yes
Romania. Did Romania declare neutrality during World War I?;yes
Romania. Did Romania declare neutrality during World War I?;Yes
Romania. Does Romania share the same language with Moldova?;yes
Romania. Does Romania share the same language with Moldova?;Practically
"Romania. Who was the first gymnast to score a perfect ""ten""?";Nadia Com?neci
"Romania. Who was the first gymnast to score a perfect ""ten""?";Nadia Com?neci
Romania. What is the largest city in Romania?;Bucharest
Romania. What is the largest city in Romania?;Bucharest
Romania. What is the largest ethnic minority in Romania?;Hungarians
Romania. What is the largest ethnic minority in Romania?;Hungarians
Romania. How many countries in Europe are bigger than Romania?  ;eleven
Romania. How many countries in Europe are bigger than Romania?  ;Eleven
Romania. Why doesn't Romania have a state religion?  ;Romania is a secular state
Romania. Why wasn't Romania neutral during World War II?;it received a Soviet ultimatum
Romania. Why wasn't Romania neutral during World War II?;The Soviets threatened invasion.
Romania. Sibiu, a large city in Transylvania, was chosen as European Capital of Culture in what year?;2007
Romania. What are approximately 42,000 years old and have been nicknamed`` John of Anina''?;the remains (the lower jaw) of the oldest modern human
Romania. Is it true that romania has a population of 21,698,181?;Yes
Romania. What do economy and law have in common?;(not sure how to answer this)
Romania. What did Tourism in Romania attract in 2005?;investments worth 400 million euros
Romania. Is Romania a secular state?;Yes
Romania. Is Romania a semi-presidential unitary state?;Yes
Romania. ;NULL
Romania. ;NULL
Romania. Is Romania a semi-presidential democratic republic where executive functions are shared between the president and the prime minister ?;Yes
Romania. Was Gellu Naum the leader of the surrealist movement in Romania ?;Yes
Romania. Was the Bucharest Metro only opened in 1979 ?;Yes
Romania. Is romania -LRB- , -RRB- a country in southeastern europe?;Yes
Romania. Is romania a semi-presidential unitary state?;Yes
Singapore. Do singaporeans enjoy squid?;Yes, they do.
Singapore. Do singaporeans enjoy squid?;yes
Singapore. Do singaporeans enjoy squid?;NULL
Singapore. Did Singapore's standard of living decrease since independence?;No, the standard living was raised.
Singapore. Did Singapore's standard of living decrease since independence?;no
Singapore. Did Singapore's standard of living decrease since independence?;NULL
Singapore. Did the media contribute 15.6% to Singapore's GDP in 2001?;No, it contributed 1.56% to GDP in 2001.
Singapore. Did the media contribute 15.6% to Singapore's GDP in 2001?;no
Singapore. Did the media contribute 15.6% to Singapore's GDP in 2001?;NULL
Singapore. How many people use the bus network daily?;More than 2.78 million people.
Singapore. How many people use the bus network daily?;2.78 million people
Singapore. How many people use the bus network daily?;NULL
Singapore. Where did Orang Laut people live?;Orang Laut people lived around the coast, rivers and smaller islands.
Singapore. Where did Orang Laut people live?;Several hundred indigenous Orang Laut people also lived around the coast, rivers and smaller islands.
Singapore. Where did Orang Laut people live?;NULL
Singapore. What is the MRT?;One of three heavy rail passenger transport lines in Singapore.
Singapore. What is the MRT?;Mass Rapid Transit system
Singapore. What is the MRT?;NULL
Singapore. How is Singapore's climate characterized?;Singapore has a tropical rainforest climate with no distinctive seasons.
Singapore. How is Singapore's climate characterized?;Its climate is characterized by uniform temperature and pressure, high humidity, and abundant rainfall
Singapore. How is Singapore's climate characterized?;NULL
Singapore. How much increase in the media's contribution to GDP is the government seeking?;The government seeks to increase its GDP contribution to 3% by 2012. 
Singapore. How much increase in the media's contribution to GDP is the government seeking?;the government seeks to increase its GDP contribution to 3% by 2012. 
Singapore. How much increase in the media's contribution to GDP is the government seeking?;NULL
Singapore. How many days did it take the Imperial Japanese Army to win the Battle of Singapore?;Six days
Singapore. How many days did it take the Imperial Japanese Army to win the Battle of Singapore?;6 days
Singapore. How many days did it take the Imperial Japanese Army to win the Battle of Singapore?;NULL
Singapore. Is Singapore located at the southern tip of the Korean Penisula?;no
Singapore. Is Singapore located at the southern tip of the Korean Penisula?;Yes.
Singapore. Is Singapore a city-state?;yes
Singapore. Is Singapore a city-state?;Yes.
Singapore. Has Sang Nila Utama visited Singapore?;yes
Singapore. Has Sang Nila Utama visited Singapore?;Yes.
"Singapore. What does ""singa"" mean?";lion
Singapore. When is the first record of settlement in Singapore?;second century AD
Singapore. When is the first record of settlement in Singapore?;The first records of settlement in Singapore are from the second century AD.
Singapore. Which nation invaded Singapore during World War II?;Japan
Singapore. Which nation invaded Singapore during World War II?;During World War II, the Imperial Japanese Army invaded Malaya, culminating in the Battle of Singapore.
"Singapore. Why Churchill called the occupation of Singapor by Janpan during WWII ""Britain's greatest defeat""?";The British were defeated in six days
Singapore. Was Lee Kuan Yew a successful leader of Singapore?;yes
Singapore. Was Lee Kuan Yew a successful leader of Singapore?;Yes.
Singapore. When did Goh Chok Tong succeed Lee as Prime Minister?;In 1990, Goh Chok Tong succeeded Lee as Prime Minister.
Singapore. When did Goh Chok Tong succeed Lee as Prime Minister?;NULL
Singapore. What is the primary domestic source of water supply?;The primary domestic source of water supply in Singapore is rainfall.
Singapore. What is the primary domestic source of water supply?;NULL
Singapore. What is the national language of Singapore?;The national language of Singapore is Malay.
Singapore. What is the national language of Singapore?;NULL
Singapore. Where is the National Orchid Garden?;Singapore Botanic Gardens.
Singapore. Where is the National Orchid Garden?;NULL
Singapore. Why are relations with Malaysia and Indonesia important?;Due to obvious geographical reasons, relations with Malaysia and Indonesia are most important.
Singapore. Why are relations with Malaysia and Indonesia important?;NULL
Singapore. What is the most densely populated independent country in the world?;Monaco
Singapore. What is the most densely populated independent country in the world?;NULL
Singapore. Who did Sir Thomas Stamford Raffles work for?;British East India Company
Singapore. Who did Sir Thomas Stamford Raffles work for?;NULL
Singapore. When was Lee Kuan Yew prime minister of Singapore?;1959
Singapore. When was Lee Kuan Yew prime minister of Singapore?;NULL
Singapore. What is the punishment for first-degree murder?;There are laws which allow capital punishment in Singapore for first-degree murder and drug trafficking.
Singapore. What is the punishment for first-degree murder?;NULL
Singapore. What established a trading post on the island in 1819?;British East India Company 
Singapore. What used Singapore as a strategic trading post along the spice route?;British
Singapore. What became one of the most important commercial and military centres of the British Empire?;Singapore
Singapore. Who boasted a sizeable community of 100,000 by 1869?;British India office
Singapore. How do reservoirs and water relate?;By 2001, there were 19 raw water reservoirs, 9 treatment works and 14 storage or service reservoirs locally to serve domestic needs. 
Singapore. Is it true that singapore has several long - standing disputes with malaysia?;Yes
Singapore. Has Singapore Changi Airport a network of 81 airlines connecting Singapore to 185 cities in 58 countries ?;Yes
Singapore. Has Singapore a network of reservoirs and water catchment areas ?;Yes
Singapore. Has Urbanization eliminated many areas of former primary rainforest , with the only remaining area of primary rainforest being Bukit Timah Nature Reserve ?;Yes
Singapore. Does the economy not depend heavily on exports refining imported goods , especially in manufacturing ?;No
Singapore. Is singapore -LRB- ; (: 
Singapore. Is singapore the 17th wealthiest country in the world in terms of gdp per capita?;No
Theodore_Roosevelt. Was Thedore Roosevelt  a member of the Republican Party?;Yes
Theodore_Roosevelt. Was Thedore Roosevelt  a member of the Republican Party?;Yes
Theodore_Roosevelt. Does Theodore Roosevelt have a brother?;Yes
Theodore_Roosevelt. Does Theodore Roosevelt have a brother?;Yes
Theodore_Roosevelt. Did Theodore Roosevelt go to Harvard?;Yes
Theodore_Roosevelt. Did Theodore Roosevelt go to Harvard?;Yes
Theodore_Roosevelt. Where was Theodore Roosevelt born?;28 East 20th Street in the modern-day Gramercy section of New York City
Theodore_Roosevelt. Where was Theodore Roosevelt born?;a four-story brownstone at 28 East 20th Street, in the modern-day Gramercy section of New York City
Theodore_Roosevelt. What did Roosevelt do to improve his physical condition?;Roosevelt took up exercise
Theodore_Roosevelt. What did Roosevelt do to improve his physical condition?;He started boxing
Theodore_Roosevelt. Why did Roosevelt start Boxing lessons?;To deal with bullies
Theodore_Roosevelt. Why did Roosevelt start Boxing lessons?;To deal with bullies
Theodore_Roosevelt. What was the nickname of Theodore Roosevelt's sister Anna?;Bamie as a child and Bye as an adult
Theodore_Roosevelt. What was the nickname of Theodore Roosevelt's sister Anna?;Bamie
Theodore_Roosevelt. What was Roosevelt's justification for supporting desegregation of schools in New York?;Noting that his children had been educated with other races and there was nothing wrong with it
Theodore_Roosevelt. What was Roosevelt's justification for supporting desegregation of schools in New York?;that his children had been educated with other races and there was nothing wrong with it
Theodore_Roosevelt. How did newspapers respond to Roosevelt inviting Brooker T. Washington to dinner at the White House?;mixing of the races on social occassions
Theodore_Roosevelt. How did newspapers respond to Roosevelt inviting Brooker T. Washington to dinner at the White House?;They outraged.
Theodore_Roosevelt. Did Theodore Roosevelt study Judo?;No
Theodore_Roosevelt. Did Theodore Roosevelt study Judo?;No clue
Theodore_Roosevelt. Did Roosevelt receive a Medal of Honor?;yes
Theodore_Roosevelt. Did Roosevelt receive a Medal of Honor?;nein
Theodore_Roosevelt. Did Roosevelt study biology?;yes
Theodore_Roosevelt. Did Roosevelt study biology?;He was strong in biology.
Theodore_Roosevelt. Where was Theodore Roosevelt from?;Gramercy section of New York City
Theodore_Roosevelt. Where was Theodore Roosevelt from?;New York City
Theodore_Roosevelt. Who was Roosevelt's presidential hero?;Lincoln was Roosevelt's presidential hero.
Theodore_Roosevelt. Who was Roosevelt's presidential hero?;Lincoln was Roosevelt's presidential hero
Theodore_Roosevelt. When did Roosevelt die?;On January 6, 1919, Roosevelt died in his sleep.
Theodore_Roosevelt. When did Roosevelt die?;On January 6, 1919, Roosevelt died in his sleep.
Theodore_Roosevelt. Who helped to fund Roosevelt's African safari?;Financed by Andrew Carnegie and his own proposed writings
Theodore_Roosevelt. Who helped to fund Roosevelt's African safari?;Andrew Carnegie
Theodore_Roosevelt. Did Roosevelt support racial integration in schools?;yes
Theodore_Roosevelt. Did Roosevelt support racial integration in schools?;He supported a bill allowing school desegregation in New York State.
Theodore_Roosevelt. Was Roosevelt's family rich?;yes
Theodore_Roosevelt. Was Roosevelt's family rich?;NULL
turtle. Are turtles ectothermic?;Yes
turtle. Are turtles ectothermic?;yes
turtle. Does the mother care for the young?;No
turtle. Does the mother care for the young?;no
turtle. Are turtles pets?;Yes
turtle. Are turtles pets?;yes
turtle. What shape are the eggs of the larest species of turtle?;Spherical
turtle. What shape are the eggs of the larest species of turtle?;spherical
turtle. How often do turtles breed?;Every few years or more
turtle. What do all turtles and tortoises breathe?;air
turtle. What do all turtles and tortoises breathe?;air
turtle. How do turtles reproduce?;They lay eggs
turtle. How do turtles reproduce?;they lay eggs
turtle. What has been discovered about turtles organs?;They do not gradually break down or become less efficient over time
turtle. What has been discovered about turtles organs?;they do not break down
turtle. What suborder of turtle draws its head into its shell?;Pleurodira
turtle. What suborder of turtle draws its head into its shell?;Pleurodira
turtle. Do sea turtles lay eggs on dry sandy beaches?;Yes
turtle. Do sea turtles lay eggs on dry sandy beaches?;yes
turtle. Are Pleurodira known as side-necked turtles?;Yes
turtle. Are Pleurodira known as side-necked turtles?;yes
turtle. Are turtles a part of the Flying Spaghetti Monster?;*shrug*
turtle. How many suborders are turtles divided into?;Three.
turtle. How many suborders are turtles divided into?;three
turtle. Name a turtle popularly kept as a pet.;Russian Tortoises
turtle. Name a turtle popularly kept as a pet.;Russian Tortoises
turtle. Name four related articles for the article on turtles.;Triassic, Ernst Haeckel, Kunstformen der Natur, Animal
turtle. Name four related articles for the article on turtles.;Triassic, Ernst Haeckel, Kunstformen der Natur, Animal
turtle. If a turtle egg was kept warm, what would likely hatch?;A female turtle.
turtle. If a turtle egg was kept warm, what would likely hatch?;A female turtle
turtle. What do turles use to breathe in the water?;Papillae
turtle. Why are side-necked turtles called side-necked turtles?;Because of the way they withdraw their heads into their shells.
turtle. Why are side-necked turtles called side-necked turtles?;The way they withdraw their heads into their shells.
turtle. Do turtles lay eggs underwater?;No
turtle. Do turtles lay eggs underwater?;no
turtle. Are turtle eggs leathery and soft?;Yes
turtle. Are turtle eggs leathery and soft?;yes
turtle. Are turtles being examined for longevity genes?;Yes
turtle. Are turtles being examined for longevity genes?;yes
turtle. What suborder of turtles is extinct?;Paracryptodira
turtle. What suborder of turtles is extinct?;Paracryptodira
turtle. What do turtle eggs preared to eat consist mainly of?;Yolk
turtle. Where do sea turtles lay their eggs?;Holes Dug into the Mud or Sand
turtle. Where do sea turtles lay their eggs?;holes dug into mud or sand
turtle. What is the smallest suborder of turtles?;Pleurodira
turtle. What is the smallest suborder of turtles?;Pleurodira
turtle. What are turtle eggs covered in when they incubate?;Mud or Sand
turtle. What are turtle eggs covered in when they incubate?;mud or sand
turtle. What type of creatures breathe air and don't lay eggs underwater?;Amniotes
turtle. What type of creatures breathe air and don't lay eggs underwater?;amnoites
turtle. What are deposited in holes dug into mud or sand?;eggs
turtle. What sort of turtles are ectothermic?;all of them
turtle. Are turtles ectothermic?;yes
turtle. Are the largest turtles aquatic?;yes
turtle. Is aquatic respiration in Australian freshwater turtles being studied?;yes
turtle. These projections , called papillae , have what?;a rich blood supply
turtle. The eggs of the largest species are what?;spherical
turtle. Has this inspired genetic researchers to begin examining the turtle genome for longevity genes ?;yes
turtle. Can turtles take many years to reach breeding age ?;yes
turtle. Are Immature sea turtles not cared for by the adults ?;yes
turtle. Are the Pleurodira sometimes known as the side-necked turtles , a reference to the way they withdraw their heads into their shells ?;yes
turtle. Does the Order Testudines not include both extant -LRB- living -RRB- and extinct species , the earliest known turtles being from around 215 million years ago ?;yes
Ulysses_S._Grant. Was Ulysses Grant a general in the American Civil War?;Yes
Ulysses_S._Grant. Was Ulysses Grant a general in the American Civil War?;yes
Ulysses_S._Grant. Was Grant's father-in-law a Democrat?;Yes
Ulysses_S._Grant. Was Grant's father-in-law a Democrat?;yup
Ulysses_S._Grant. Did Ulysses win the Battle of Champion Hill?;Yes
Ulysses_S._Grant. Did Ulysses win the Battle of Champion Hill?;you betcha
Ulysses_S._Grant. Who was Grant's brother in law?;Fred Dent
Ulysses_S._Grant. Who was Grant's brother in law?;Fred Dent
Ulysses_S._Grant. Where was Grant born?;Point Pleasant, Ohio
Ulysses_S._Grant. Where was Grant born?;A log cabin in Point Pleasant, Clermont County, Ohio
Ulysses_S._Grant. What was Grant's political affiliation?;Republican
Ulysses_S._Grant. What was Grant's political affiliation?;Republican
"Ulysses_S._Grant. Why did Grant say ""Damn, I had nothing to do with this batte.""?";It went well.
"Ulysses_S._Grant. Why did Grant say ""Damn, I had nothing to do with this batte.""?";Because the generals under him acted on their own.
Ulysses_S._Grant. Did Horace Greenley lose in the presidential elections of 1872?;Yes
Ulysses_S._Grant. Did Horace Greenley lose in the presidential elections of 1872?;si
Ulysses_S._Grant. Why did Grant think that war was unjust?;He thought it was designed to gain land open to slavery.
Ulysses_S._Grant. Why did Grant think that war was unjust?;He accepted the theory that it was designed to gain land open to slavery.
Ulysses_S._Grant. Who achieved international fame as the leading Union general in the American Civil War?;Grant
Ulysses_S._Grant. Grant was elected president as a Republican in what year?;1868
Ulysses_S._Grant. Who took a hard line that reduced violence by groups like the Ku Klux Klan?;Grant
Ulysses_S._Grant. When did he vote for democrat james buchanan?;1856
Ulysses_S._Grant. Who did President Lincoln promote of major general in the regular army, effective July 4?;Grant
Ulysses_S._Grant. Was Grant elected president as a Republican?;yes
Ulysses_S._Grant. What was from Pennsylvania?;His father
Ulysses_S._Grant. Was it a two-sentence description that completely caught the essence of Ulysses S. Grant ?;yes
Ulysses_S._Grant. Was Grant 's favorite brand of bourbon whiskey Old Crow ?;yes
Ulysses_S._Grant. Had he smoked only sporadically ?;yes
Ulysses_S._Grant. Did Grant & Perkins not sell harnesses , saddles , and other leather goods and purchase hides from farmers in the prosperous Galena area ?;they did
Ulysses_S._Grant. Is the famous dragon gate at the entrance to the district at the corner of Grant and Bush Street ?;yes
Ulysses_S._Grant. What happened in 1865?;he accepted the surrender of Robert E. Lee
Ulysses_S._Grant. What happened in recent years?;his reputation as president has improved
Uruguay. Is Uruguay located in the northwesten part of Africa?;No.
Uruguay. Is Uruguay located in the northwesten part of Africa?;no
Uruguay. Is Uruguay's capital Montevideo?;Yes.
Uruguay. Is Uruguay's capital Montevideo?;yes
Uruguay. Does Uruguay have cold summers?;No.
Uruguay. Does Uruguay have cold summers?;no
Uruguay. Who founded Montevideo?;The Spanish.
Uruguay. Who founded Montevideo?;the Spanish
Uruguay. Where is Uruguay's oldest church?;San Carlos, Maldonado.
Uruguay. Where is Uruguay's oldest church?;San Carlos, Maldonado
Uruguay. Who heavily influenced the architecture and culture of Montevideo?;European immigrants.
Uruguay. Who heavily influenced the architecture and culture of Montevideo?;European immigrants
Uruguay. What are poor neighborhoods called informally?;Cantegriles.
Uruguay. What are poor neighborhoods called informally?;Cantegriles
Uruguay. Is uruguay's landscape mountainous?;No.
Uruguay. Is uruguay's landscape mountainous?;not really?
Uruguay. What religion do most Uruguayans profess?;None.
Uruguay. What religion do most Uruguayans profess?;Roman Catholic
Uruguay. Is Uruguay located in South America?;Yes. It's located in the southeastern part
Uruguay. Is Uruguay located in South America?;Yes
Uruguay. Can citizens propose changes to the Constitution?;Yes. People are allowed to challenge laws.
Uruguay. Can citizens propose changes to the Constitution?;Yes
Uruguay. Did Uruguay host the first ever World Cup?;Yes, in 1930.
Uruguay. Did Uruguay host the first ever World Cup?;Yes
Uruguay. Who founded Montevideo?;By the Spanish, in the early 18th century
Uruguay. Who founded Montevideo?;Montevideo was founded by the Spanish in the early 18th century as a military stronghold.
Uruguay. How many square kilometres of continental land is Uruguay?;176.215 km©? 
Uruguay. How many square kilometres of continental land is Uruguay?;176,214 square kilometres
Uruguay. How much of the population is of white European descent?;88%
Uruguay. How much of the population is of white European descent?;Approximately 88% of its population are of prevalently white European descent.
Uruguay. Why was the capital of Uruguay founded?;For a military stronghold.
Uruguay. Why was the capital of Uruguay founded?;Uruguay's capital, Montevideo, was founded by the Spanish in the early 18th century as a military stronghold.
Uruguay. How many times has Uruguay won the World Cup?;Twice. 
Uruguay. How many times has Uruguay won the World Cup?;On two or more occasions.
Uruguay. How much is the average income of an African woman compared to a European man?;African women earns 0.65 * 0.718  = 46.67% of a European man earns in average
Uruguay. Does Uruguay recognize same-sex civil unions?;Yes
Uruguay. Does Uruguay recognize same-sex civil unions?;Yes
Uruguay. Does Uruguay border French Guiana?;No
Uruguay. Does Uruguay border French Guiana?;No
Uruguay. Is Uruguay's warmest month June?;No
Uruguay. Is Uruguay's warmest month June?;No
Uruguay. What does a citizen use to propose changes to the Constitution?;Referendum
Uruguay. What does a citizen use to propose changes to the Constitution?;Plebiscite
Uruguay. Where is Uruguay's oldest church?;San Carlos, Maldonado
Uruguay. Where is Uruguay's oldest church?;San Carlos, Maldonado
